ENV,STATE,CITY,PED,FAR,FC,HYB,YEAR,REP,FS,CC,WRT,Density,CI,CD,PER,PHT,EHT,SDL,SDS,TWT,KWT300,YIELD,PRO,OIL,STA,DEN,FIB,CEC,pH,OM,EstNRel,Su,P,Ca,Mg,K,Na,SOC,TN,SoilCN,InorgN,Bray1P,POMC,POMN,POMCN,PMN,POXC,Sand,Silt,Clay,prcp_May,prcp_Jun,prcp_Jul,prcp_Aug,prcp_Sep,tmax_May,tmax_Jun,tmax_Jul,tmax_Aug,tmax_Sep,tmin_May,tmin_Jun,tmin_Jul,tmin_Aug,tmin_Sep,temp_May,temp_Jun,temp_Jul,temp_Aug,temp_Sep,GDD_May,GDD_Jun,GDD_Jul,GDD_Aug,GDD_Sep
Wilken2018,ILLINOIS,Ashkum,H69.A22,Wilken,HW,KEV2,2018,1,Mix,Legume,Moderate,Medium,High,Low,Absent,215,90,21.3,19.98,61.9,70.3,65.4,7.7,4.3,71.8,1.272,9.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.09,161.76,53.43,79.5,79.63,81.91225806,83.5076,83.74070968,84.64941935,80.6396,56.76509677,63.2426,63.28341935,63.3676129,57.4628,69.33867742,73.3751,73.51206452,74.00851613,69.0512,580.869,681.075,714.132,725.571,548.361
Wilken2018,ILLINOIS,Ashkum,NG10.S7,Wilken,HW,ORG5,2018,1,Mix,Legume,Moderate,Medium,High,Low,Absent,230,110,15.46,14.34,58.3,71.2,124,7.7,4.1,71.6,1.199,9.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.09,161.76,53.43,79.5,79.63,81.91225806,83.5076,83.74070968,84.64941935,80.6396,56.76509677,63.2426,63.28341935,63.3676129,57.4628,69.33867742,73.3751,73.51206452,74.00851613,69.0512,580.869,681.075,714.132,725.571,548.361
Wilken2018,ILLINOIS,Ashkum,P31.A22,Wilken,HW,KEV3,2018,1,Mix,Legume,Moderate,Medium,High,Low,Absent,206,88,17.99,16.31,63,78.7,100.8,7.5,4.2,72.2,1.272,10.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.09,161.76,53.43,79.5,79.63,81.91225806,83.5076,83.74070968,84.64941935,80.6396,56.76509677,63.2426,63.28341935,63.3676129,57.4628,69.33867742,73.3751,73.51206452,74.00851613,69.0512,580.869,681.075,714.132,725.571,548.361
Wilken2018,ILLINOIS,Ashkum,17.461,Wilken,HW,ORG1,2018,2,Mix,Legume,Moderate,Medium,High,Low,Absent,233,121,19.27,17.52,55.3,62.3,87.9,7.5,5,70.5,1.146,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.09,161.76,53.43,79.5,79.63,81.91225806,83.5076,83.74070968,84.64941935,80.6396,56.76509677,63.2426,63.28341935,63.3676129,57.4628,69.33867742,73.3751,73.51206452,74.00851613,69.0512,580.869,681.075,714.132,725.571,548.361
Wilken2018,ILLINOIS,Ashkum,17.2B24,Wilken,HW,ORG4,2018,2,Mix,Legume,Moderate,Medium,High,Low,Absent,223,103,20.64,17.01,56.1,68,152.8,7.4,4.9,70.6,1.144,9.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.09,161.76,53.43,79.5,79.63,81.91225806,83.5076,83.74070968,84.64941935,80.6396,56.76509677,63.2426,63.28341935,63.3676129,57.4628,69.33867742,73.3751,73.51206452,74.00851613,69.0512,580.869,681.075,714.132,725.571,548.361
Wilken2018,ILLINOIS,Ashkum,461.2B24,Wilken,HW,ORG2,2018,2,Mix,Legume,Moderate,Medium,High,Low,Absent,205,104,20.96,18.76,57.1,69.7,77.2,9.2,4.7,69.5,1.184,9.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.09,161.76,53.43,79.5,79.63,81.91225806,83.5076,83.74070968,84.64941935,80.6396,56.76509677,63.2426,63.28341935,63.3676129,57.4628,69.33867742,73.3751,73.51206452,74.00851613,69.0512,580.869,681.075,714.132,725.571,548.361
Wilken2018,ILLINOIS,Ashkum,59R5,Wilken,HW,CHECK1,2018,2,Mix,Legume,Moderate,Medium,High,Low,Absent,218,91,16.47,15.18,60.5,71.4,87.6,6.6,3.5,73.5,1.229,9.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.09,161.76,53.43,79.5,79.63,81.91225806,83.5076,83.74070968,84.64941935,80.6396,56.76509677,63.2426,63.28341935,63.3676129,57.4628,69.33867742,73.3751,73.51206452,74.00851613,69.0512,580.869,681.075,714.132,725.571,548.361
Wilken2018,ILLINOIS,Ashkum,F34.A22,Wilken,HW,KEV1,2018,2,Mix,Legume,Moderate,Medium,High,Low,Absent,227,99,21.58,19.44,62.1,71.4,129,7,4.1,72.7,1.261,10.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.09,161.76,53.43,79.5,79.63,81.91225806,83.5076,83.74070968,84.64941935,80.6396,56.76509677,63.2426,63.28341935,63.3676129,57.4628,69.33867742,73.3751,73.51206452,74.00851613,69.0512,580.869,681.075,714.132,725.571,548.361
Wilken2018,ILLINOIS,Ashkum,H69.A22,Wilken,HW,KEV2,2018,2,Mix,Legume,Moderate,Medium,High,Low,Absent,220,88,22.07,20.59,62.3,78.1,75.9,7.9,4.3,71.7,1.28,10.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.09,161.76,53.43,79.5,79.63,81.91225806,83.5076,83.74070968,84.64941935,80.6396,56.76509677,63.2426,63.28341935,63.3676129,57.4628,69.33867742,73.3751,73.51206452,74.00851613,69.0512,580.869,681.075,714.132,725.571,548.361
Wilken2018,ILLINOIS,Ashkum,NG10.S7,Wilken,HW,ORG5,2018,2,Mix,Legume,Moderate,Medium,High,Low,Absent,197,82,14.58,13.86,57.8,62.5,107.7,7.5,4,71.8,1.188,9.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.09,161.76,53.43,79.5,79.63,81.91225806,83.5076,83.74070968,84.64941935,80.6396,56.76509677,63.2426,63.28341935,63.3676129,57.4628,69.33867742,73.3751,73.51206452,74.00851613,69.0512,580.869,681.075,714.132,725.571,548.361
Wilken2018,ILLINOIS,Ashkum,P31.A22,Wilken,HW,KEV3,2018,2,Mix,Legume,Moderate,Medium,High,Low,Absent,201,85,18.07,17.14,64.5,77.2,99.3,7.6,4.3,72,1.271,10.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.09,161.76,53.43,79.5,79.63,81.91225806,83.5076,83.74070968,84.64941935,80.6396,56.76509677,63.2426,63.28341935,63.3676129,57.4628,69.33867742,73.3751,73.51206452,74.00851613,69.0512,580.869,681.075,714.132,725.571,548.361
Smith2019,ILLINOIS,Peoria,PHHB9*PHM49,Smith,AS,UIUC1,2019,1,Mix,Legume,Low,Low,High,High,Absent,214,80.33333333,19.40333333,17.58,63.2,81,122.8,7.2,3.1,73.8,1.25,10,21.275,7.1,2.455,69,9,32,3051,553,140.5,32,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,256.51,126.63,51.38,102.77,222.34,71.48735484,80.9036,87.31225806,82.21419355,81.0596,51.87025806,60.9404,67.24922581,61.93806452,60.8672,61.67880645,70.922,77.28074194,72.07612903,70.9634,360.756,617.661,810.414,678.969,621.504
Smith2019,ILLINOIS,Peoria,59R5,Smith,AS,CHECK1,2019,1,Mix,Legume,Low,Low,High,High,Absent,225.3333333,81.33333333,20.63,18.94666667,64.2,67,128.9,7.8,2.8,74.1,1.296,10.2,20.915,7.15,2.4,68,8,42,3096.5,487,137,31,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,256.51,126.63,51.38,102.77,222.34,71.48735484,80.9036,87.31225806,82.21419355,81.0596,51.87025806,60.9404,67.24922581,61.93806452,60.8672,61.67880645,70.922,77.28074194,72.07612903,70.9634,360.756,617.661,810.414,678.969,621.504
Smith2019,ILLINOIS,Peoria,PHW52*LH185,Smith,AS,UIUC7,2019,1,Mix,Legume,Low,Low,High,High,Absent,229.6666667,93.33333333,19.75,18.04333333,61.3,76,93.5,9.1,3.2,72.5,1.301,10.05,20.295,7.15,2.475,69.5,7.5,35.5,3032.5,457,127.5,30.5,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,256.51,126.63,51.38,102.77,222.34,71.48735484,80.9036,87.31225806,82.21419355,81.0596,51.87025806,60.9404,67.24922581,61.93806452,60.8672,61.67880645,70.922,77.28074194,72.07612903,70.9634,360.756,617.661,810.414,678.969,621.504
Smith2019,ILLINOIS,Peoria,PHHB9*PHW30,Smith,AS,UIUC3,2019,1,Mix,Legume,Low,Low,High,High,Absent,223.3333333,102.6666667,20.77333333,19.05,60.7,65,114.8,8.3,3.2,73,1.29,10.03,20.05,7.2,2.33,67,7,27.5,2970.5,473,112,29.5,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,256.51,126.63,51.38,102.77,222.34,71.48735484,80.9036,87.31225806,82.21419355,81.0596,51.87025806,60.9404,67.24922581,61.93806452,60.8672,61.67880645,70.922,77.28074194,72.07612903,70.9634,360.756,617.661,810.414,678.969,621.504
Smith2019,ILLINOIS,Peoria,17.461,Smith,AS,ORG1,2019,1,Mix,Legume,Low,Low,High,High,Absent,220.6666667,103,19.70333333,18.75,56.1,80,123.3,9.2,4.4,70,1.147,9.52,21.425,7.15,2.625,72.5,11,40,3144.5,512,150,31.5,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,256.51,126.63,51.38,102.77,222.34,71.48735484,80.9036,87.31225806,82.21419355,81.0596,51.87025806,60.9404,67.24922581,61.93806452,60.8672,61.67880645,70.922,77.28074194,72.07612903,70.9634,360.756,617.661,810.414,678.969,621.504
Smith2019,ILLINOIS,Peoria,PHHB9*PHR63,Smith,AS,UIUC2,2019,1,Mix,Legume,Low,Low,High,High,Absent,213.3333333,106.3333333,23.83333333,21.58333333,61.2,74,184.1,8.2,3.2,73,1.285,10.04,26.695,6.8,2.655,73,8.5,33.5,3705.5,670,150,32.5,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,256.51,126.63,51.38,102.77,222.34,71.48735484,80.9036,87.31225806,82.21419355,81.0596,51.87025806,60.9404,67.24922581,61.93806452,60.8672,61.67880645,70.922,77.28074194,72.07612903,70.9634,360.756,617.661,810.414,678.969,621.504
Smith2019,ILLINOIS,Peoria,17.2B241,Smith,AS,ORG4,2019,1,Mix,Legume,Low,Low,High,High,Absent,257.3333333,105.6666667,21.80666667,20.57333333,55.7,67,156.8,8.9,4.7,69.8,1.151,9.53,22.605,6.95,2.91,77.5,8.5,47,3293,527,167,31,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,256.51,126.63,51.38,102.77,222.34,71.48735484,80.9036,87.31225806,82.21419355,81.0596,51.87025806,60.9404,67.24922581,61.93806452,60.8672,61.67880645,70.922,77.28074194,72.07612903,70.9634,360.756,617.661,810.414,678.969,621.504
Smith2019,ILLINOIS,Peoria,PHHB9*PHZ51,Smith,AS,UIUC4,2019,1,Mix,Legume,Low,Low,High,High,Absent,247,110.3333333,23.80333333,21.55666667,61.4,92,137.8,10.7,3.4,70.8,1.297,9.91,25.56,6.9,3.02,80,9,64,3844,498,207,28,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,256.51,126.63,51.38,102.77,222.34,71.48735484,80.9036,87.31225806,82.21419355,81.0596,51.87025806,60.9404,67.24922581,61.93806452,60.8672,61.67880645,70.922,77.28074194,72.07612903,70.9634,360.756,617.661,810.414,678.969,621.504
Ambriole2019,INDIANA,Kimmell,PHHB9*PHM49,Ambriole,AA1,UIUC1,2019,1,Mix,Mixed,Moderate,Low,High,High,Absent,238,111.3333333,22.59,20.30333333,62.5,77,152.8,7.6,3.6,73,1.273,10.08,14.165,6.7,3.15,79,16,119.5,2101.5,201,161.5,28.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,120.33,119.26,143.41,134.17,99.38,69.10845161,77.4128,84.73593548,80.10703226,77.8322,48.93219355,58.2608,64.73212903,59.55683871,57.6134,59.02032258,67.8368,74.73403226,69.83193548,67.7228,279.63,533.016,747.189,614.394,530.586
Ambriole2019,INDIANA,Kimmell,PHW52*LH185,Ambriole,AA1,UIUC7,2019,1,Mix,Mixed,Moderate,Low,High,High,Absent,234,111,21.87666667,19.72333333,62.9,66,129.9,9.3,3.6,71.9,1.327,10.14,15.845,6.35,2.965,77.5,17.5,131.5,2205.5,218,177.5,29.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,120.33,119.26,143.41,134.17,99.38,69.10845161,77.4128,84.73593548,80.10703226,77.8322,48.93219355,58.2608,64.73212903,59.55683871,57.6134,59.02032258,67.8368,74.73403226,69.83193548,67.7228,279.63,533.016,747.189,614.394,530.586
Ambriole2019,INDIANA,Kimmell,17.461,Ambriole,AA1,ORG1,2019,1,Mix,Mixed,Moderate,Low,High,High,Absent,209.3333333,96.33333333,19.84333333,17.82333333,57.4,87,157.6,8.7,4.6,70,1.138,9.45,14.995,6.3,2.885,76,15,80,2044.5,216.5,183.5,25,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,120.33,119.26,143.41,134.17,99.38,69.10845161,77.4128,84.73593548,80.10703226,77.8322,48.93219355,58.2608,64.73212903,59.55683871,57.6134,59.02032258,67.8368,74.73403226,69.83193548,67.7228,279.63,533.016,747.189,614.394,530.586
Ambriole2019,INDIANA,Kimmell,PHHB9*PHZ51,Ambriole,AA1,UIUC4,2019,1,Mix,Mixed,Moderate,Low,High,High,Absent,229.6666667,114.3333333,19.38666667,17.45333333,63,84,162.2,8.2,3.5,72.5,1.279,9.98,15.645,6.7,2.705,73,15,124,2229,301,145.5,27.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,120.33,119.26,143.41,134.17,99.38,69.10845161,77.4128,84.73593548,80.10703226,77.8322,48.93219355,58.2608,64.73212903,59.55683871,57.6134,59.02032258,67.8368,74.73403226,69.83193548,67.7228,279.63,533.016,747.189,614.394,530.586
Ambriole2019,INDIANA,Kimmell,59R5,Ambriole,AA1,CHECK1,2019,1,Mix,Mixed,Moderate,Low,High,High,Absent,229.3333333,114.3333333,22.97333333,20.61,63.5,73,146.7,7.4,3.2,73.6,1.269,10.04,15.655,6.55,3.115,81,15,103.5,2228,234,192,26.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,120.33,119.26,143.41,134.17,99.38,69.10845161,77.4128,84.73593548,80.10703226,77.8322,48.93219355,58.2608,64.73212903,59.55683871,57.6134,59.02032258,67.8368,74.73403226,69.83193548,67.7228,279.63,533.016,747.189,614.394,530.586
Ambriole2019,INDIANA,Kimmell,17.2B241,Ambriole,AA1,ORG4,2019,1,Mix,Mixed,Moderate,Low,High,High,Absent,244.3333333,114.6666667,22.46666667,20.42333333,58.8,67,121.7,8.3,4.9,70,1.135,9.42,14.53,6.2,2.745,74.5,13.5,80.5,1929.5,182,180,23,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,120.33,119.26,143.41,134.17,99.38,69.10845161,77.4128,84.73593548,80.10703226,77.8322,48.93219355,58.2608,64.73212903,59.55683871,57.6134,59.02032258,67.8368,74.73403226,69.83193548,67.7228,279.63,533.016,747.189,614.394,530.586
Ambriole2019,INDIANA,Kimmell,PHHB9*PHW30,Ambriole,AA1,UIUC3,2019,1,Mix,Mixed,Moderate,Low,High,High,Absent,226.6666667,108.6666667,20.70333333,19.99666667,62.9,65,137.6,8,3.6,72.9,1.302,10.12,14.93,5.95,2.87,77.5,15.5,100.5,1913,182,166.5,24.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,120.33,119.26,143.41,134.17,99.38,69.10845161,77.4128,84.73593548,80.10703226,77.8322,48.93219355,58.2608,64.73212903,59.55683871,57.6134,59.02032258,67.8368,74.73403226,69.83193548,67.7228,279.63,533.016,747.189,614.394,530.586
Ambriole2019,INDIANA,Kimmell,PHHB9*PHR63,Ambriole,AA1,UIUC2,2019,1,Mix,Mixed,Moderate,Low,High,High,Absent,231,116.3333333,21.69,20.07,63.8,78,110.4,8.2,3.7,72.5,1.288,10.05,13.835,6,2.315,66.5,15,105,1726.5,170,151,25,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,120.33,119.26,143.41,134.17,99.38,69.10845161,77.4128,84.73593548,80.10703226,77.8322,48.93219355,58.2608,64.73212903,59.55683871,57.6134,59.02032258,67.8368,74.73403226,69.83193548,67.7228,279.63,533.016,747.189,614.394,530.586
Longwell2019,INDIANA,Richmond,PHW52*LH185,Longwell,DL,UIUC7,2019,1,Mix,Legume,Low,Low,High,Low,Present,237.3333333,101.6666667,24.28333333,22.50666667,63.2,55,96.3,8.3,3.5,72.7,1.297,10.07,12.675,6.65,2.25,65,14,76,1672,296,163.5,36.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,138.76,132.83,122.63,67.61,14.95,72.27296774,78.9734,85.97851613,81.78451613,82.7666,52.56122581,60.0974,65.57348387,61.58909677,58.79,62.41709677,69.5354,75.776,71.68680645,70.7783,385.083,577.566,772.983,667.044,609.75
Longwell2019,INDIANA,Richmond,17.461,Longwell,DL,ORG1,2019,1,Mix,Legume,Low,Low,High,Low,Present,212,108,21.73666667,19.31333333,55.7,66,103.7,8.1,4.7,70.6,1.137,9.58,12.795,6.5,2.235,64.5,12.5,65,1649,299.5,139.5,25.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,138.76,132.83,122.63,67.61,14.95,72.27296774,78.9734,85.97851613,81.78451613,82.7666,52.56122581,60.0974,65.57348387,61.58909677,58.79,62.41709677,69.5354,75.776,71.68680645,70.7783,385.083,577.566,772.983,667.044,609.75
Longwell2019,INDIANA,Richmond,PHHB9*PHZ51,Longwell,DL,UIUC4,2019,1,Mix,Legume,Low,Low,High,Low,Present,262.6666667,109.6666667,22.23666667,20.28333333,61.3,71,137.7,7.6,3.3,73.2,1.26,10,11.2,7,2.195,64,11.5,78,1534,298.5,176.5,22,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,138.76,132.83,122.63,67.61,14.95,72.27296774,78.9734,85.97851613,81.78451613,82.7666,52.56122581,60.0974,65.57348387,61.58909677,58.79,62.41709677,69.5354,75.776,71.68680645,70.7783,385.083,577.566,772.983,667.044,609.75
Longwell2019,INDIANA,Richmond,PHHB9*PHW30,Longwell,DL,UIUC3,2019,1,Mix,Legume,Low,Low,High,Low,Present,238.3333333,93.66666667,25.64333333,22.08666667,63.1,72,148.5,7.3,3.4,73.5,1.272,10.08,14.855,6.4,1.89,58,11,46,1874.5,349,160.5,25.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,138.76,132.83,122.63,67.61,14.95,72.27296774,78.9734,85.97851613,81.78451613,82.7666,52.56122581,60.0974,65.57348387,61.58909677,58.79,62.41709677,69.5354,75.776,71.68680645,70.7783,385.083,577.566,772.983,667.044,609.75
Longwell2019,INDIANA,Richmond,59R5,Longwell,DL,CHECK1,2019,1,Mix,Legume,Low,Low,High,Low,Present,243.3333333,106.6666667,21.74,19.65,62.7,72,141.9,7.1,2.8,74.4,1.261,10.14,12.875,6.75,2.07,61.5,10,65,1696,329.5,182.5,22.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,138.76,132.83,122.63,67.61,14.95,72.27296774,78.9734,85.97851613,81.78451613,82.7666,52.56122581,60.0974,65.57348387,61.58909677,58.79,62.41709677,69.5354,75.776,71.68680645,70.7783,385.083,577.566,772.983,667.044,609.75
Longwell2019,INDIANA,Richmond,PHHB9*PHM49,Longwell,DL,UIUC1,2019,1,Mix,Legume,Low,Low,High,Low,Present,220,93.33333333,23.39666667,20.88666667,64.7,72,138.7,7.8,3.2,73.3,1.281,10.09,13.73,6.5,2.02,60.5,11,56,1787.5,318,134,23.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,138.76,132.83,122.63,67.61,14.95,72.27296774,78.9734,85.97851613,81.78451613,82.7666,52.56122581,60.0974,65.57348387,61.58909677,58.79,62.41709677,69.5354,75.776,71.68680645,70.7783,385.083,577.566,772.983,667.044,609.75
Longwell2019,INDIANA,Richmond,PHHB9*PHR63,Longwell,DL,UIUC2,2019,1,Mix,Legume,Low,Low,High,Low,Present,232.3333333,88.66666667,24.36333333,21.54666667,63.6,74,162,8.6,3.5,72.4,1.296,10.05,12.73,6.85,2.085,62,11,78.5,1691,340.5,178.5,21.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,138.76,132.83,122.63,67.61,14.95,72.27296774,78.9734,85.97851613,81.78451613,82.7666,52.56122581,60.0974,65.57348387,61.58909677,58.79,62.41709677,69.5354,75.776,71.68680645,70.7783,385.083,577.566,772.983,667.044,609.75
Longwell2019,INDIANA,Richmond,17.2B241,Longwell,DL,ORG4,2019,1,Mix,Legume,Low,Low,High,Low,Present,199.3333333,104.3333333,20.12,17.79333333,57.1,66,131.4,9.5,4.6,69.3,1.155,9.45,13.64,6.8,2.02,60,11,67,1849,341.5,159.5,22.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,138.76,132.83,122.63,67.61,14.95,72.27296774,78.9734,85.97851613,81.78451613,82.7666,52.56122581,60.0974,65.57348387,61.58909677,58.79,62.41709677,69.5354,75.776,71.68680645,70.7783,385.083,577.566,772.983,667.044,609.75
Steiner2019,INDIANA,Berne,PHHB9*PHZ51,Steiner,GS,UIUC4,2019,1,Animal,None,Moderate,Low,High,High,Absent,257.6666667,108.6666667,23.90666667,21.61,61.7,77,164.2,7.6,3.5,73,1.265,10,18.9,7.1,2.455,69,21.5,393.5,2483,572,300,31,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,194.81,99.77,126.07,70.82,38.2,70.99670968,79.445,86.39251613,81.07264516,80.273,51.5363871,59.6444,66.39741935,61.00496774,58.4672,61.26654839,69.5447,76.39496774,71.03880645,69.3701,349.263,574.956,786.744,650.025,573.795
Steiner2019,INDIANA,Berne,PHHB9*PHW30,Steiner,GS,UIUC3,2019,1,Animal,None,Moderate,Low,High,High,Absent,242.3333333,91.66666667,25.37666667,22.76,63.4,77,136,8.6,3.7,72.2,1.3,10.09,16.9,7.3,2.61,71.5,17,411.5,2209.5,501,340,26,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,194.81,99.77,126.07,70.82,38.2,70.99670968,79.445,86.39251613,81.07264516,80.273,51.5363871,59.6444,66.39741935,61.00496774,58.4672,61.26654839,69.5447,76.39496774,71.03880645,69.3701,349.263,574.956,786.744,650.025,573.795
Steiner2019,INDIANA,Berne,17.461,Steiner,GS,ORG1,2019,1,Animal,None,Moderate,Low,High,High,Absent,222,115.6666667,24.65666667,21.89333333,58.5,76,137.8,10.1,4.7,69,1.157,9.51,23.02,7.25,3.33,83,22.5,666.5,3203,590,389,31.5,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,194.81,99.77,126.07,70.82,38.2,70.99670968,79.445,86.39251613,81.07264516,80.273,51.5363871,59.6444,66.39741935,61.00496774,58.4672,61.26654839,69.5447,76.39496774,71.03880645,69.3701,349.263,574.956,786.744,650.025,573.795
Steiner2019,INDIANA,Berne,17.2B241,Steiner,GS,ORG4,2019,1,Animal,None,Moderate,Low,High,High,Absent,222,118,22.83,21.04333333,58,69,149.5,8.6,4.6,70.2,1.165,9.52,19.96,7.15,3.545,85.5,21,537.5,2743,541.5,296,29.5,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,194.81,99.77,126.07,70.82,38.2,70.99670968,79.445,86.39251613,81.07264516,80.273,51.5363871,59.6444,66.39741935,61.00496774,58.4672,61.26654839,69.5447,76.39496774,71.03880645,69.3701,349.263,574.956,786.744,650.025,573.795
Steiner2019,INDIANA,Berne,59R5,Steiner,GS,CHECK1,2019,1,Animal,None,Moderate,Low,High,High,Absent,236,100,22.64,20.24333333,64.4,60,120,9,3.1,72.7,1.295,10.12,21.94,7.25,3.105,81.5,21,529,3011,615,268,37,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,194.81,99.77,126.07,70.82,38.2,70.99670968,79.445,86.39251613,81.07264516,80.273,51.5363871,59.6444,66.39741935,61.00496774,58.4672,61.26654839,69.5447,76.39496774,71.03880645,69.3701,349.263,574.956,786.744,650.025,573.795
Steiner2019,INDIANA,Berne,PHHB9*PHM49,Steiner,GS,UIUC1,2019,1,Animal,None,Moderate,Low,High,High,Absent,217.6666667,104.6666667,21.54666667,20.15666667,64.3,66,155.3,7.9,3.5,72.9,1.276,10.07,24.67,7.25,3.54,85.5,27,793,3530.5,586,375,34.5,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,194.81,99.77,126.07,70.82,38.2,70.99670968,79.445,86.39251613,81.07264516,80.273,51.5363871,59.6444,66.39741935,61.00496774,58.4672,61.26654839,69.5447,76.39496774,71.03880645,69.3701,349.263,574.956,786.744,650.025,573.795
Steiner2019,INDIANA,Berne,PHW52*LH185,Steiner,GS,UIUC7,2019,1,Animal,None,Moderate,Low,High,High,Absent,255.3333333,121,25.69333333,23.44333333,64.9,70,138,7.8,3.7,72.9,1.285,10.09,22.62,7.3,3.135,81,22,654.5,3119.5,602.5,357,36,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,194.81,99.77,126.07,70.82,38.2,70.99670968,79.445,86.39251613,81.07264516,80.273,51.5363871,59.6444,66.39741935,61.00496774,58.4672,61.26654839,69.5447,76.39496774,71.03880645,69.3701,349.263,574.956,786.744,650.025,573.795
