FC,HYB,YEAR,FS,CC,Density,Rotation,CD,CEC,pH,OM,EstNRel,Su,P,Ca,Mg,K,Na,SOC,TN,SoilCN,InorgN,Bray1P,POMC,POMN,POMCN,PMN,POXC,Sand,Silt,Clay,Prcp,Tmax,Tmin,Temp,TGDD,YIELD,Re
HW,ORG2,2018,Mix,Legume,Medium,Intensive,Low,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,18.40343348,38.58583691,42.99356223,422.41,82.88991742,60.82430581,71.85711161,3250.008,77.2,NO
HW,CHECK1,2018,Mix,Legume,Medium,Intensive,Low,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,18.40343348,38.58583691,42.99356223,422.41,82.88991742,60.82430581,71.85711161,3250.008,87.6,NO
HW,KEV1,2018,Mix,Legume,Medium,Intensive,Low,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,18.40343348,38.58583691,42.99356223,422.41,82.88991742,60.82430581,71.85711161,3250.008,129,NO
HW,KEV2,2018,Mix,Legume,Low,Intensive,Low,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,18.40343348,38.58583691,42.99356223,422.41,82.88991742,60.82430581,71.85711161,3250.008,75.9,NO
HW,ORG5,2018,Mix,Legume,Medium,Intensive,Low,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,18.40343348,38.58583691,42.99356223,422.41,82.88991742,60.82430581,71.85711161,3250.008,107.7,NO
HW,KEV3,2018,Mix,Legume,Low,Intensive,Low,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,18.40343348,38.58583691,42.99356223,422.41,82.88991742,60.82430581,71.85711161,3250.008,99.3,NO
AS,UIUC1,2019,Mix,Legume,Low,Extensive,High,21.275,7.1,2.455,69,9,32,3051,553,140.5,32,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,122.8,NO
AS,CHECK1,2019,Mix,Legume,Low,Extensive,High,20.915,7.15,2.4,68,8,42,3096.5,487,137,31,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,128.9,NO
AS,UIUC7,2019,Mix,Legume,Low,Extensive,High,20.295,7.15,2.475,69.5,7.5,35.5,3032.5,457,127.5,30.5,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,93.5,NO
AS,UIUC3,2019,Mix,Legume,Low,Extensive,High,20.05,7.2,2.33,67,7,27.5,2970.5,473,112,29.5,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,114.8,NO
AS,ORG1,2019,Mix,Legume,Low,Extensive,High,21.425,7.15,2.625,72.5,11,40,3144.5,512,150,31.5,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,123.3,NO
AS,UIUC2,2019,Mix,Legume,Medium,Extensive,High,26.695,6.8,2.655,73,8.5,33.5,3705.5,670,150,32.5,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,184.1,YES
AS,ORG4,2019,Mix,Legume,Low,Extensive,High,22.605,6.95,2.91,77.5,8.5,47,3293,527,167,31,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,156.8,NO
AS,UIUC4,2019,Mix,Legume,Low,Extensive,High,25.56,6.9,3.02,80,9,64,3844,498,207,28,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,137.8,NO
AA1,UIUC1,2019,Mix,Mixed,Low,Extensive,High,14.165,6.7,3.15,79,16,119.5,2101.5,201,161.5,28.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,152.8,YES
AA1,UIUC7,2019,Mix,Mixed,Low,Extensive,High,15.845,6.35,2.965,77.5,17.5,131.5,2205.5,218,177.5,29.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,129.9,YES
AA1,ORG1,2019,Mix,Mixed,Low,Extensive,High,14.995,6.3,2.885,76,15,80,2044.5,216.5,183.5,25,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,157.6,YES
AA1,UIUC4,2019,Mix,Mixed,Low,Extensive,High,15.645,6.7,2.705,73,15,124,2229,301,145.5,27.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,162.2,YES
AA1,CHECK1,2019,Mix,Mixed,Low,Extensive,High,15.655,6.55,3.115,81,15,103.5,2228,234,192,26.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,146.7,YES
AA1,ORG4,2019,Mix,Mixed,Low,Extensive,High,14.53,6.2,2.745,74.5,13.5,80.5,1929.5,182,180,23,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,121.7,NO
AA1,UIUC3,2019,Mix,Mixed,Medium,Extensive,High,14.93,5.95,2.87,77.5,15.5,100.5,1913,182,166.5,24.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,137.6,YES
AA1,UIUC2,2019,Mix,Mixed,Low,Extensive,High,13.835,6,2.315,66.5,15,105,1726.5,170,151,25,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,110.4,NO
DL,UIUC7,2019,Mix,Legume,Low,Intensive,Low,12.675,6.65,2.25,65,14,76,1672,296,163.5,36.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,96.3,NO
DL,ORG1,2019,Mix,Legume,Low,Intensive,Low,12.795,6.5,2.235,64.5,12.5,65,1649,299.5,139.5,25.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,103.7,NO
DL,UIUC4,2019,Mix,Legume,Low,Intensive,Low,11.2,7,2.195,64,11.5,78,1534,298.5,176.5,22,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,137.7,YES
DL,UIUC3,2019,Mix,Legume,Low,Intensive,Low,14.855,6.4,1.89,58,11,46,1874.5,349,160.5,25.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,148.5,YES
DL,CHECK1,2019,Mix,Legume,Low,Intensive,Low,12.875,6.75,2.07,61.5,10,65,1696,329.5,182.5,22.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,141.9,YES
DL,UIUC1,2019,Mix,Legume,Low,Intensive,Low,13.73,6.5,2.02,60.5,11,56,1787.5,318,134,23.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,138.7,YES
DL,UIUC2,2019,Mix,Legume,Low,Intensive,Low,12.73,6.85,2.085,62,11,78.5,1691,340.5,178.5,21.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,162,YES
DL,ORG4,2019,Mix,Legume,Low,Intensive,Low,13.64,6.8,2.02,60,11,67,1849,341.5,159.5,22.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,131.4,NO
GS,UIUC4,2019,Animal,None,Low,Extensive,High,18.9,7.1,2.455,69,21.5,393.5,2483,572,300,31,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,164.2,YES
GS,UIUC3,2019,Animal,None,Medium,Extensive,High,16.9,7.3,2.61,71.5,17,411.5,2209.5,501,340,26,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,136,NO
GS,ORG1,2019,Animal,None,Low,Extensive,High,23.02,7.25,3.33,83,22.5,666.5,3203,590,389,31.5,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,137.8,NO
GS,ORG4,2019,Animal,None,Low,Extensive,High,19.96,7.15,3.545,85.5,21,537.5,2743,541.5,296,29.5,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,149.5,NO
GS,CHECK1,2019,Animal,None,Low,Extensive,High,21.94,7.25,3.105,81.5,21,529,3011,615,268,37,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,120,NO
GS,UIUC1,2019,Animal,None,Low,Extensive,High,24.67,7.25,3.54,85.5,27,793,3530.5,586,375,34.5,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,155.3,YES
GS,UIUC7,2019,Animal,None,Low,Extensive,High,22.62,7.3,3.135,81,22,654.5,3119.5,602.5,357,36,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,138,NO
GS,UIUC2,2019,Animal,None,Medium,Extensive,High,21.67,7.2,3.17,81.5,20.5,647,3059,550,286.5,33.5,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,169.5,YES
JG1,UIUC7,2019,Animal,Mixed,Medium,Extensive,High,35.02,6.85,4.57,96,9.5,64.5,5263.5,678,204.5,29,27.5165,2.2055,12.4834013,23.37012561,27,4.999912099,0.328115461,15.05177133,52.44065068,726.3632,4,34,62,760.41,79.77014581,60.22770452,69.99892516,3008.223,144.9,YES
JG1,ORG1,2019,Animal,Mixed,Low,Extensive,High,34.865,6.75,4.445,94.5,8.5,66,5122.5,679,217,25.5,27.5165,2.2055,12.4834013,23.37012561,27,4.999912099,0.328115461,15.05177133,52.44065068,726.3632,4,34,62,760.41,79.77014581,60.22770452,69.99892516,3008.223,143.5,YES
JG1,UIUC2,2019,Animal,Mixed,Medium,Extensive,High,35.5,6.75,4.7,97,9.5,83,5188,685.5,295,26.5,27.5165,2.2055,12.4834013,23.37012561,27,4.999912099,0.328115461,15.05177133,52.44065068,726.3632,4,34,62,760.41,79.77014581,60.22770452,69.99892516,3008.223,154.4,YES
JG1,ORG4,2019,Animal,Mixed,Low,Extensive,High,35.015,6.55,4.76,97.5,10.5,82.5,4920.5,655,287,28,27.5165,2.2055,12.4834013,23.37012561,27,4.999912099,0.328115461,15.05177133,52.44065068,726.3632,4,34,62,760.41,79.77014581,60.22770452,69.99892516,3008.223,142.7,NO
JG1,UIUC4,2019,Animal,Mixed,Medium,Extensive,High,32.575,6.75,4.65,96.5,8.5,45.5,4763.5,659,158,27.5,27.5165,2.2055,12.4834013,23.37012561,27,4.999912099,0.328115461,15.05177133,52.44065068,726.3632,4,34,62,760.41,79.77014581,60.22770452,69.99892516,3008.223,148.8,YES
JG1,UIUC3,2019,Animal,Mixed,Medium,Extensive,High,33.945,6.85,4.715,97,9.5,62.5,5039,676.5,265,29,27.5165,2.2055,12.4834013,23.37012561,27,4.999912099,0.328115461,15.05177133,52.44065068,726.3632,4,34,62,760.41,79.77014581,60.22770452,69.99892516,3008.223,162.9,YES
JG1,CHECK1,2019,Animal,Mixed,Medium,Extensive,High,38.645,6.55,5.1,100,11.5,47.5,5441.5,753.5,205.5,31,27.5165,2.2055,12.4834013,23.37012561,27,4.999912099,0.328115461,15.05177133,52.44065068,726.3632,4,34,62,760.41,79.77014581,60.22770452,69.99892516,3008.223,202.3,YES
JG1,UIUC1,2019,Animal,Mixed,Medium,Extensive,High,36.36,6.55,5.08,100.5,16,72,5085.5,695.5,280,33.5,27.5165,2.2055,12.4834013,23.37012561,27,4.999912099,0.328115461,15.05177133,52.44065068,726.3632,4,34,62,760.41,79.77014581,60.22770452,69.99892516,3008.223,142.8,YES
TD,UIUC4,2019,Green,Mixed,High,Intensive,Low,32.845,6.1,4.46,94.5,12,47.5,4193,614.5,180.5,33.5,24.45978571,1.950428571,12.54817966,24.52545005,8.214285714,2.564094711,0.160286009,15.65388535,44.54284689,817,5,25,70,755.65,79.27352,59.55134968,69.41243484,2919.636,155.2,YES
TD,UIUC2,2019,Green,Mixed,High,Intensive,Low,37.03,5.95,4.46,94.5,11.5,23,4611,626,174.5,33.5,24.45978571,1.950428571,12.54817966,24.52545005,8.214285714,2.564094711,0.160286009,15.65388535,44.54284689,817,5,25,70,755.65,79.27352,59.55134968,69.41243484,2919.636,115.4,YES
TD,UIUC3,2019,Green,Mixed,High,Intensive,Low,35.195,5.9,4.48,94.5,11,24.5,4332,560,156.5,33,24.45978571,1.950428571,12.54817966,24.52545005,8.214285714,2.564094711,0.160286009,15.65388535,44.54284689,817,5,25,70,755.65,79.27352,59.55134968,69.41243484,2919.636,128.1,YES
TD,UIUC1,2019,Green,Mixed,High,Intensive,Low,37.81,5.9,4.505,95,10.5,24,4665,590,164,34,24.45978571,1.950428571,12.54817966,24.52545005,8.214285714,2.564094711,0.160286009,15.65388535,44.54284689,817,5,25,70,755.65,79.27352,59.55134968,69.41243484,2919.636,92,YES
TD,ORG1,2019,Green,Mixed,High,Intensive,Low,34.47,6.05,4.67,97,9.5,20.5,4482.5,583.5,123.5,31,24.45978571,1.950428571,12.54817966,24.52545005,8.214285714,2.564094711,0.160286009,15.65388535,44.54284689,817,5,25,70,755.65,79.27352,59.55134968,69.41243484,2919.636,104.8,YES
TD,ORG4,2019,Green,Mixed,High,Intensive,Low,34.69,5.9,4.69,96.5,10,27.5,4325.5,515.5,159.5,29.5,24.45978571,1.950428571,12.54817966,24.52545005,8.214285714,2.564094711,0.160286009,15.65388535,44.54284689,817,5,25,70,755.65,79.27352,59.55134968,69.41243484,2919.636,35.2,NO
TD,UIUC7,2019,Green,Mixed,High,Intensive,Low,35.54,5.9,4.955,99,9.5,25.5,4472.5,519,130.5,29.5,24.45978571,1.950428571,12.54817966,24.52545005,8.214285714,2.564094711,0.160286009,15.65388535,44.54284689,817,5,25,70,755.65,79.27352,59.55134968,69.41243484,2919.636,56.9,YES
TD,CHECK1,2019,Green,Mixed,Low,Intensive,Low,33.73,6,4.875,99,9,24,4394,530.5,121,33.5,24.45978571,1.950428571,12.54817966,24.52545005,8.214285714,2.564094711,0.160286009,15.65388535,44.54284689,817,5,25,70,755.65,79.27352,59.55134968,69.41243484,2919.636,67.9,YES
AS,UIUC1,2019,Mix,Legume,Low,Extensive,High,21.275,7.1,2.455,69,9,32,3051,553,140.5,32,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,109.4,NO
AS,CHECK1,2019,Mix,Legume,Low,Extensive,High,20.915,7.15,2.4,68,8,42,3096.5,487,137,31,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,108.5,NO
AS,UIUC7,2019,Mix,Legume,Low,Extensive,High,20.295,7.15,2.475,69.5,7.5,35.5,3032.5,457,127.5,30.5,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,36.6,NO
AS,UIUC3,2019,Mix,Legume,Low,Extensive,High,20.05,7.2,2.33,67,7,27.5,2970.5,473,112,29.5,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,115.8,NO
AS,ORG1,2019,Mix,Legume,Low,Extensive,High,21.425,7.15,2.625,72.5,11,40,3144.5,512,150,31.5,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,135.6,NO
AS,UIUC2,2019,Mix,Legume,Low,Extensive,High,26.695,6.8,2.655,73,8.5,33.5,3705.5,670,150,32.5,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,161.5,YES
AS,ORG4,2019,Mix,Legume,Low,Extensive,High,22.605,6.95,2.91,77.5,8.5,47,3293,527,167,31,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,144.6,NO
AS,UIUC4,2019,Mix,Legume,Low,Extensive,High,25.56,6.9,3.02,80,9,64,3844,498,207,28,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,106.7,NO
AA1,UIUC1,2019,Mix,Mixed,Low,Extensive,High,14.165,6.7,3.15,79,16,119.5,2101.5,201,161.5,28.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,137,YES
AA1,UIUC7,2019,Mix,Mixed,Low,Extensive,High,15.845,6.35,2.965,77.5,17.5,131.5,2205.5,218,177.5,29.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,153.4,YES
AA1,ORG1,2019,Mix,Mixed,Low,Extensive,High,14.995,6.3,2.885,76,15,80,2044.5,216.5,183.5,25,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,148.9,YES
AA1,UIUC4,2019,Mix,Mixed,Low,Extensive,High,15.645,6.7,2.705,73,15,124,2229,301,145.5,27.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,143.5,YES
AA1,CHECK1,2019,Mix,Mixed,Low,Extensive,High,15.655,6.55,3.115,81,15,103.5,2228,234,192,26.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,140.7,YES
AA1,ORG4,2019,Mix,Mixed,Low,Extensive,High,14.53,6.2,2.745,74.5,13.5,80.5,1929.5,182,180,23,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,102.8,NO
AA1,UIUC3,2019,Mix,Mixed,Low,Extensive,High,14.93,5.95,2.87,77.5,15.5,100.5,1913,182,166.5,24.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,148.2,YES
AA1,UIUC2,2019,Mix,Mixed,Low,Extensive,High,13.835,6,2.315,66.5,15,105,1726.5,170,151,25,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,124.9,YES
DL,UIUC7,2019,Mix,Legume,Low,Intensive,Low,12.675,6.65,2.25,65,14,76,1672,296,163.5,36.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,123,NO
DL,ORG1,2019,Mix,Legume,Low,Intensive,Low,12.795,6.5,2.235,64.5,12.5,65,1649,299.5,139.5,25.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,85.2,NO
DL,UIUC4,2019,Mix,Legume,Low,Intensive,Low,11.2,7,2.195,64,11.5,78,1534,298.5,176.5,22,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,164.5,YES
DL,UIUC3,2019,Mix,Legume,Low,Intensive,Low,14.855,6.4,1.89,58,11,46,1874.5,349,160.5,25.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,153.4,NO
DL,CHECK1,2019,Mix,Legume,Low,Intensive,Low,12.875,6.75,2.07,61.5,10,65,1696,329.5,182.5,22.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,151.2,NO
DL,UIUC1,2019,Mix,Legume,Low,Intensive,Low,13.73,6.5,2.02,60.5,11,56,1787.5,318,134,23.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,140.3,NO
DL,UIUC2,2019,Mix,Legume,Low,Intensive,Low,12.73,6.85,2.085,62,11,78.5,1691,340.5,178.5,21.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,140.5,NO
DL,ORG4,2019,Mix,Legume,Low,Intensive,Low,13.64,6.8,2.02,60,11,67,1849,341.5,159.5,22.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,157.7,NO
GS,UIUC4,2019,Animal,None,Low,Extensive,High,18.9,7.1,2.455,69,21.5,393.5,2483,572,300,31,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,160.6,YES
GS,UIUC3,2019,Animal,None,Low,Extensive,High,16.9,7.3,2.61,71.5,17,411.5,2209.5,501,340,26,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,174.8,YES
GS,ORG1,2019,Animal,None,Low,Extensive,High,23.02,7.25,3.33,83,22.5,666.5,3203,590,389,31.5,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,135.6,NO
GS,ORG4,2019,Animal,None,Low,Extensive,High,19.96,7.15,3.545,85.5,21,537.5,2743,541.5,296,29.5,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,141.9,NO
GS,CHECK1,2019,Animal,None,Low,Extensive,High,21.94,7.25,3.105,81.5,21,529,3011,615,268,37,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,137.2,NO
GS,UIUC1,2019,Animal,None,Medium,Extensive,High,24.67,7.25,3.54,85.5,27,793,3530.5,586,375,34.5,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,149.9,YES
GS,UIUC7,2019,Animal,None,Low,Extensive,High,22.62,7.3,3.135,81,22,654.5,3119.5,602.5,357,36,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,172.1,YES
GS,UIUC2,2019,Animal,None,Low,Extensive,High,21.67,7.2,3.17,81.5,20.5,647,3059,550,286.5,33.5,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,150.8,YES
JG1,UIUC7,2019,Animal,Mixed,Medium,Extensive,High,35.02,6.85,4.57,96,9.5,64.5,5263.5,678,204.5,29,27.5165,2.2055,12.4834013,23.37012561,27,4.999912099,0.328115461,15.05177133,52.44065068,726.3632,4,34,62,760.41,79.77014581,60.22770452,69.99892516,3008.223,162.8,NO
JG1,ORG1,2019,Animal,Mixed,Low,Extensive,High,34.865,6.75,4.445,94.5,8.5,66,5122.5,679,217,25.5,27.5165,2.2055,12.4834013,23.37012561,27,4.999912099,0.328115461,15.05177133,52.44065068,726.3632,4,34,62,760.41,79.77014581,60.22770452,69.99892516,3008.223,122.1,NO
