EXP,YEAR,FAR,STAT,FARMYR,LAT,LONG,PEDIGREE,HYBRID,PROG,CCT,RTNL,WRT,PDTY,NSRC,PDT,PHT,EHT,YIELD,CEC,pH,OM,Su,P,Ca,Mg,K,Na,NO3N,TOC,TON,Sand,Silt,Clay,prcp,srad,tmax,tmin,temp,R
OREI STRIP TRIALS,2020,Wilken,ILLINOIS,Wilken2020,40.530611,-87.701667,17.2B24,ORG4,ORG,Legume,Intensive,Moderate,35000,Chicken,6/8/2020,232.2,113.2,111.7049296,22.85,6.05,3.34,19,27,2633,529,128.5,20,31,7.41,0.71,,,,42.43,12087.75,80.672,59.62419355,70.14809677,NO
OREI STRIP TRIALS,2020,Wilken,ILLINOIS,Wilken2020,40.530611,-87.701667,PHW52*LH185,UIUC7,ORG,Legume,Intensive,Moderate,35000,Chicken,6/8/2020,228,93,127.9438638,23.235,6.05,3.28,20,29.5,2691,538,133.5,21.5,33,17.59,1.48,27.00,27.00,46.00,42.43,12087.75,80.672,59.62419355,70.14809677,NO
OREI STRIP TRIALS,2020,Wilken,ILLINOIS,Wilken2020,40.530611,-87.701667,PHHB9*PHM49,UIUC1,ORG,Legume,Intensive,Moderate,35000,Chicken,6/8/2020,229,88,157.2165153,23.3,6.15,3.365,25,37,2780,565.5,159,20,34,16.79,1.47,,,,42.43,12087.75,80.672,59.62419355,70.14809677,NO
OREI STRIP TRIALS,2020,Wilken,ILLINOIS,Wilken2020,40.530611,-87.701667,PHHB9*PHR63,UIUC2,ORG,Legume,Intensive,Moderate,35000,Chicken,6/8/2020,236.4,114.6,161.801751,38.285,5.75,4.575,21.5,50.5,3955,846.5,206,21.5,33,23.22,1.91,,,,42.43,12087.75,80.672,59.62419355,70.14809677,NO
OREI STRIP TRIALS,2020,Wilken,ILLINOIS,Wilken2020,40.530611,-87.701667,PHHB9*PHW30,UIUC3,ORG,Legume,Intensive,Moderate,35000,Chicken,6/8/2020,272,118.4,126.7879024,38.395,6.05,4.745,15.5,39,4359,983,194.5,20,32,24.99,2.00,,,,42.43,12087.75,80.672,59.62419355,70.14809677,NO
OREI STRIP TRIALS,2020,Wilken,ILLINOIS,Wilken2020,40.530611,-87.701667,17.461,ORG1,ORG,Legume,Intensive,Moderate,35000,Chicken,6/8/2020,206.6,95.8,122.1936143,30.535,6.05,3.765,21,35,3532,739,157.5,17.5,20,.,.,20.00,20.00,60.00,42.43,12087.75,80.672,59.62419355,70.14809677,NO
OREI STRIP TRIALS,2020,Wilken,ILLINOIS,Wilken2020,40.530611,-87.701667,PHHB9*PHZ51,UIUC4,ORG,Legume,Intensive,Moderate,35000,Chicken,6/8/2020,269,115.4,153.5065398,36.74,6.2,4.315,19,35.5,4310,986.5,203.5,22,26,22.51,1.97,,,,42.43,12087.75,80.672,59.62419355,70.14809677,NO
OREI STRIP TRIALS,2020,Gruver,ILLINOIS,Gruver2020,40.667222,-90.752972,PHHB9*PHZ51,UIUC4,CONV,Mixed,Intensive,Low,32000,Chicken,6/4/2020,266.2,113.8,150.1383958,38.545,5.95,5.465,8.5,26.5,4713.5,729,121,17.5,29,27.37,2.01,,,,103.71,12145.21,80.57445161,60.05619355,70.31532258,NO
OREI STRIP TRIALS,2020,Gruver,ILLINOIS,Gruver2020,40.667222,-90.752972,17.2B24,ORG4,CONV,Mixed,Intensive,Low,32000,Chicken,6/4/2020,216,113.4,130.8972055,37.59,6,5.175,10,30.5,4585.5,703.5,129.5,18.5,32,26.42,1.96,,,,103.71,12145.21,80.57445161,60.05619355,70.31532258,NO
OREI STRIP TRIALS,2020,Gruver,ILLINOIS,Gruver2020,40.667222,-90.752972,17.461,ORG1,CONV,Mixed,Intensive,Low,32000,Chicken,6/4/2020,226.4,111.6,136.1088361,34.895,6.4,5.27,7,23.5,4737,709,122,18,29,27.49,2.02,3.00,42.00,55.00,103.71,12145.21,80.57445161,60.05619355,70.31532258,NO
OREI STRIP TRIALS,2020,Gruver,ILLINOIS,Gruver2020,40.667222,-90.752972,PHW52*LH185,UIUC7,CONV,Mixed,Intensive,Low,32000,Chicken,6/4/2020,231.2,101.4,127.4912178,34.235,6.55,5.275,7.5,30,4765,722,128,20,34,25.52,1.84,3.00,45.00,52.00,103.71,12145.21,80.57445161,60.05619355,70.31532258,NO
OREI STRIP TRIALS,2020,Gruver,ILLINOIS,Gruver2020,40.667222,-90.752972,PHHB9*PHM49,UIUC1,CONV,Mixed,Intensive,Low,32000,Chicken,6/4/2020,242.8,101.8,154.2735538,32.775,6.6,5.07,7,35.5,4607,693.5,122.5,16,30,26.39,1.94,,,,103.71,12145.21,80.57445161,60.05619355,70.31532258,NO
OREI STRIP TRIALS,2020,Gruver,ILLINOIS,Gruver2020,40.667222,-90.752972,PHHB9*PHW30,UIUC3,CONV,Mixed,Intensive,Low,32000,Chicken,6/4/2020,264.2,115.2,164.169833,35.82,6.45,5.21,7,33.5,4910.5,737,117.5,18,28,26.38,1.87,,,,103.71,12145.21,80.57445161,60.05619355,70.31532258,NO
OREI STRIP TRIALS,2020,Doonan,ILLINOIS,Doonan2020,41.329833,-90.663222,17.461,ORG1,CONV,None,Extensive,Moderate,33000,Potash,5/1/2020,225.2,125.6,75.22096933,32.775,6.35,4.105,10.5,89,4695,470,187,16,22,20.68,1.80,4.00,43.00,53.00,128.53,11183.25,79.7894,59.0996,69.4445,NO
OREI STRIP TRIALS,2020,Doonan,ILLINOIS,Doonan2020,41.329833,-90.663222,17.2B24,ORG4,CONV,None,Extensive,Moderate,33000,Potash,5/1/2020,205.6,109.4,88.4965683,30.195,6.5,4.185,10.5,84,4506.5,410,167.5,16.5,24,21.39,1.82,,,,128.53,11183.25,79.7894,59.0996,69.4445,NO
OREI STRIP TRIALS,2020,Doonan,ILLINOIS,Doonan2020,41.329833,-90.663222,PHHB9*PHR63,UIUC2,CONV,None,Extensive,Moderate,33000,Potash,5/1/2020,240,128.2,147.6693052,30.075,6,3.815,9,55.5,3845.5,439.5,140.5,17,24,9.67,0.83,,,,128.53,11183.25,79.7894,59.0996,69.4445,NO
OREI STRIP TRIALS,2020,Doonan,ILLINOIS,Doonan2020,41.329833,-90.663222,PHW52*LH185,UIUC7,CONV,None,Extensive,Moderate,33000,Potash,5/1/2020,233.4,109.2,115.0495937,31.11,6.15,3.92,9,35.5,4201.5,445.5,152.5,17,30,20.27,1.75,5.00,41.00,54.00,128.53,11183.25,79.7894,59.0996,69.4445,NO
OREI-STRIPS,2018,Gray,ILLINOIS,Gray2018,40.824304,-87.763472,17.461,ORG1,ORG,NA,NA,Moderate,NA,Potash,5/28/2018,237.2,121.8,98.40,12.14,5.8,2.47,15,130,1289,220,201,22,11.2,14.97,1.277,72,0,28,44.55,12065.66,83.42541935,61.50083871,72.46312903,YES
OREI-STRIPS,2018,Gray,ILLINOIS,Gray2018,40.824304,-87.763472,P31.A22,KEV3,ORG,NA,NA,Moderate,NA,Potash,5/28/2018,224,94.8,90.21,11.3,5.9,2.24,13,103,1295,201,160,17,10,14.746,1.255,76,6,18,44.55,12065.66,83.42541935,61.50083871,72.46312903,YES
OREI-STRIPS,2018,Gray,ILLINOIS,Gray2018,40.824304,-87.763472,H69.A22,KEV2,ORG,NA,NA,Moderate,NA,Potash,5/28/2018,237.2,105,87.75,14.67,5.5,2.61,14,109,1399,220,173,13,9.2,15.154,1.313,72,5,23,44.55,12065.66,83.42541935,61.50083871,72.46312903,YES
OREI-STRIPS,2018,Gray,ILLINOIS,Gray2018,40.824304,-87.763472,17.2B24,ORG4,ORG,NA,NA,Moderate,NA,Potash,5/28/2018,223.8,124.8,107.80,11.04,6,1.96,12,51,1338,207,115,18,6.6,11.85,1.03,80,1,19,44.55,12065.66,83.42541935,61.50083871,72.46312903,YES
OREI-STRIPS,2018,Gray,ILLINOIS,Gray2018,40.824304,-87.763472,461.2B24,ORG2,ORG,NA,NA,Moderate,NA,Potash,5/28/2018,237.8,114.8,90.57,12.78,5.4,2.47,13,102,1139,195,130,15,6.2,16.093,1.377,80,2,18,44.55,12065.66,83.42541935,61.50083871,72.46312903,YES
OREI-STRIPS,2018,Wilken,ILLINOIS,Wilken2018,40.85682,-88.0813341,17.2B24,ORG4,CONV,Legume,Intensive,Moderate,32000,Chicken,5/22/2018,214.4,107.6,128.02,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,122.06,10901.52,83.2802,61.4264,72.3533,YES
OREI-STRIPS,2018,Wilken,ILLINOIS,Wilken2018,40.85682,-88.0813341,F34.A22,KEV1,CONV,Legume,Intensive,Moderate,32000,Chicken,5/22/2018,231,109.4,116.42,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,122.06,10901.52,83.2802,61.4264,72.3533,YES
OREI-STRIPS,2018,Ambriole,INDIANA,Ambriole2018,41.325445,-85.56548,F34.A22,KEV1,CONV,None,Intensive,Moderate,28000,Duck,5/27/2018,226.6,111.4,167.56,14.18,5.9,3.37,15,62,1621,256,199,20,7.2,17.694,1.73,51,18,31,135.68,11469.05,80.1743871,60.57470968,70.37454839,YES
OREI-STRIPS,2018,Ambriole,INDIANA,Ambriole2018,41.325445,-85.56548,17.2B24,ORG4,CONV,None,Intensive,Moderate,28000,Duck,5/27/2018,225.8,109.6,154.92,14.93,6.5,3.86,12,34,2065,280,125,23,8.8,20.46,1.995,45,25,30,135.68,11469.05,80.1743871,60.57470968,70.37454839,YES
OREI_STRIPS_TRIAL,2019,Smith,ILLINOIS,Smith2019,40.619673,-89.707791,17.461,ORG1,CONV,Legume,Intensive,Low,35000,Turkey,11-Jun,218.8,101.2,129.4,21.425,7.15,2.625,11,40,3144.5,512,150,31.5,23.45721856,13.2085,1.3465,5,42,53,144.27,11071.45,80.21387097,60.27219355,70.24303226,YES
OREI_STRIPS_TRIAL,2019,Smith,ILLINOIS,Smith2019,40.619673,-89.707791,PHHB9*PHR63,UIUC2,CONV,Legume,Intensive,Low,35000,Turkey,11-Jun,209.2,103.8,172.8,26.695,6.8,2.655,8.5,33.5,3705.5,670,150,32.5,23.80888889,12.098,1.228,.,.,.,144.27,11071.45,80.21387097,60.27219355,70.24303226,YES
OREI_STRIPS_TRIAL,2019,Smith,ILLINOIS,Smith2019,40.619673,-89.707791,17.2B241,ORG4,CONV,Legume,Intensive,Low,35000,Turkey,11-Jun,255.8,107,150.7,22.605,6.95,2.91,8.5,47,3293,527,167,31,25.28906244,13.342,1.365,6,40,54,144.27,11071.45,80.21387097,60.27219355,70.24303226,YES
OREI_STRIPS_TRIAL,2019,Smith,ILLINOIS,Smith2019,40.619673,-89.707791,PHHB9*PHZ51,UIUC4,CONV,Legume,Intensive,Low,35000,Turkey,11-Jun,245,112.6,122.3,25.56,6.9,3.02,9,64,3844,498,207,28,25.03678,16.108,1.532,.,.,.,144.27,11071.45,80.21387097,60.27219355,70.24303226,YES
OREI_STRIPS_TRIAL,2019,Ambriole,INDIANA,Ambriole2019,41.35527778,-85.59694444,PHHB9*PHM49,UIUC1,CONV,Mixed,Intensive,Moderate,28000,Duck,8-Jun,234.8,110.2,144.9,14.165,6.7,3.15,16,119.5,2101.5,201,161.5,28.5,23.06880745,10.9325,1.3185,49,18,33,247.03,11377.23,77.7446,57.5378,67.6412,YES
OREI_STRIPS_TRIAL,2019,Ambriole,INDIANA,Ambriole2019,41.35527778,-85.59694444,17.461,ORG1,CONV,Mixed,Intensive,Moderate,28000,Duck,8-Jun,211.6,100.6,153.3,14.995,6.3,2.885,15,80,2044.5,216.5,183.5,25,20.61967446,15.2655,1.542,46,17,37,247.03,11377.23,77.7446,57.5378,67.6412,YES
OREI_STRIPS_TRIAL,2019,Ambriole,INDIANA,Ambriole2019,41.35527778,-85.59694444,PHHB9*PHZ51,UIUC4,CONV,Mixed,Intensive,Moderate,28000,Duck,8-Jun,227.4,117.8,152.8,15.645,6.7,2.705,15,124,2229,301,145.5,27.5,23.49544508,15.4855,1.5595,.,.,.,247.03,11377.23,77.7446,57.5378,67.6412,YES
OREI_STRIPS_TRIAL,2019,Longwell,INDIANA,Longwell2019,39.9203647,-85.0189317,PHHB9*PHZ51,UIUC4,CONV,Legume,Intensive,Low,32000,Chicken,3-Jun,261.2,106.6,151.0,11.2,7,2.195,11.5,78,1534,298.5,176.5,22,31.12590457,8.77,1.771,43,18,39,58.25,11662.95,79.97058065,59.98593548,69.97825806,YES
OREI_STRIPS_TRIAL,2019,Longwell,INDIANA,Longwell2019,39.9203647,-85.0189317,PHHB9*PHW30,UIUC3,CONV,Legume,Intensive,Low,32000,Chicken,3-Jun,241.6,97.8,151.0,14.855,6.4,1.89,11,46,1874.5,349,160.5,25.5,22.68193227,9.3615,1.257,.,.,.,58.25,11662.95,79.97058065,59.98593548,69.97825806,YES
OREI_STRIPS_TRIAL,2019,Longwell,INDIANA,Longwell2019,39.9203647,-85.0189317,PHHB9*PHR63,UIUC2,CONV,Legume,Intensive,Low,32000,Chicken,3-Jun,231.4,93,151.3,12.73,6.85,2.085,11,78.5,1691,340.5,178.5,21.5,22.46514875,14.0885,1.854,51,13,36,58.25,11662.95,79.97058065,59.98593548,69.97825806,YES
OREI_STRIPS_TRIAL,2019,Steiner,INDIANA,Steiner2019,40.631,-84.998,PHHB9*PHZ51,UIUC4,CONV,None,Intensive,Moderate,32000,Chicken,12-Jun,262.8,112.6,162.4,18.9,7.1,2.455,21.5,393.5,2483,572,300,31,24.15742798,17.5445,2.0455,40,24,36,192.51,11133.85,78.91090323,60.13690323,69.52390323,YES
OREI_STRIPS_TRIAL,2019,Steiner,INDIANA,Steiner2019,40.631,-84.998,PHHB9*PHW30,UIUC3,CONV,None,Intensive,Moderate,32000,Chicken,12-Jun,237.8,96.6,155.4,16.9,7.3,2.61,17,411.5,2209.5,501,340,26,24.01082677,20.7785,2.09,.,.,.,192.51,11133.85,78.91090323,60.13690323,69.52390323,YES
OREI_STRIPS_TRIAL,2019,Steiner,INDIANA,Steiner2019,40.631,-84.998,17.461,ORG1,CONV,None,Intensive,Moderate,32000,Chicken,12-Jun,221.8,115.2,136.7,23.02,7.25,3.33,22.5,666.5,3203,590,389,31.5,23.2168,14.279,1.376,44,24,32,192.51,11133.85,78.91090323,60.13690323,69.52390323,YES
OREI_STRIPS_TRIAL,2019,Steiner,INDIANA,Steiner2019,40.631,-84.998,17.2B241,ORG4,CONV,None,Intensive,Moderate,32000,Chicken,12-Jun,224,115.6,145.7,19.96,7.15,3.545,21,537.5,2743,541.5,296,29.5,19.48045771,24.079,1.725,.,.,.,192.51,11133.85,78.91090323,60.13690323,69.52390323,YES
OREI_STRIPS_TRIAL,2019,Steiner,INDIANA,Steiner2019,40.631,-84.998,PHHB9*PHM49,UIUC1,CONV,None,Intensive,Moderate,32000,Chicken,12-Jun,220,101.4,152.6,24.67,7.25,3.54,27,793,3530.5,586,375,34.5,25.30788982,18.818,1.854,.,.,.,192.51,11133.85,78.91090323,60.13690323,69.52390323,YES
OREI_STRIPS_TRIAL,2019,Steiner,INDIANA,Steiner2019,40.631,-84.998,PHW52*LH185,UIUC7,CONV,None,Intensive,Moderate,32000,Chicken,12-Jun,253.8,122.6,155.1,22.62,7.3,3.135,22,654.5,3119.5,602.5,357,36,21.09895281,21.464,1.8545,40,31,29,192.51,11133.85,78.91090323,60.13690323,69.52390323,YES
OREI_STRIPS_TRIAL,2019,Steiner,INDIANA,Steiner2019,40.631,-84.998,PHHB9*PHR63,UIUC2,CONV,None,Intensive,Moderate,32000,Chicken,12-Jun,236.4,110.6,160.1,21.67,7.2,3.17,20.5,647,3059,550,286.5,33.5,20.32012922,25.8945,2.1455,.,.,.,192.51,11133.85,78.91090323,60.13690323,69.52390323,YES
OREI_STRIPS_TRIAL,2019,Doonan,ILLINOIS,Doonan2019,41.332609,-90.661199,PHHB9*PHZ51,UIUC4,CONV,Mixed,Extensive,High,35000,None,15-May,217.8,94,134.5,32.845,6.1,4.46,12,47.5,4193,614.5,180.5,33.5,19.52129539,23.2165,1.9275,4,19,77,203.82,10775.86,79.286,59.6864,69.4862,YES
OREI_STRIPS_TRIAL,2019,Doonan,ILLINOIS,Doonan2019,41.332609,-90.661199,PHHB9*PHR63,UIUC2,CONV,Mixed,Extensive,High,35000,None,15-May,202.8,91.8,131.4,37.03,5.95,4.46,11.5,23,4611,626,174.5,33.5,21.48492541,23.5525,1.9265,.,.,.,203.82,10775.86,79.286,59.6864,69.4862,YES
OREI_STRIPS_TRIAL,2019,Doonan,ILLINOIS,Doonan2019,41.332609,-90.661199,PHHB9*PHW30,UIUC3,CONV,Mixed,Extensive,High,35000,None,15-May,214.2,99.8,139.5,35.195,5.9,4.48,11,24.5,4332,560,156.5,33,20.75490099,23.629,1.8615,4,27,69,203.82,10775.86,79.286,59.6864,69.4862,YES
OREI_STRIPS_TRIAL,2019,Doonan,ILLINOIS,Doonan2019,41.332609,-90.661199,PHHB9*PHM49,UIUC1,CONV,Mixed,Extensive,High,35000,None,15-May,188.8,81.6,101.9,37.81,5.9,4.505,10.5,24,4665,590,164,34,21.57765436,24.683,1.9535,.,.,.,203.82,10775.86,79.286,59.6864,69.4862,YES
OREI_STRIPS_TRIAL,2019,Doonan,ILLINOIS,Doonan2019,41.332609,-90.661199,17.461,ORG1,CONV,Mixed,Extensive,High,35000,None,15-May,173.6,91.4,99.7,34.47,6.05,4.67,9.5,20.5,4482.5,583.5,123.5,31,20.46706103,25.8305,1.9825,4,26,70,203.82,10775.86,79.286,59.6864,69.4862,YES
OREI STRIP TRIALS,2020,Ambriole,INDIANA,Ambriole2020,40.919111,-85.37175,17.2B24,ORG4,CONV,Mixed,Intensive,Moderate,30000,Chicken,5/12/2020,165.8,77.2,101.7098455,48.96,7.55,12.7,33,35.5,8430.5,548,113,16.5,34,79.69,6.55,,,,135.91,11727.16,81.04187097,58.29393548,69.66790323,YES
OREI STRIP TRIALS,2020,Ambriole,INDIANA,Ambriole2020,40.919111,-85.37175,PHHB9*PHZ51,UIUC4,CONV,Mixed,Intensive,Moderate,30000,Chicken,5/12/2020,214.6,88.8,179.0855735,45.695,7.65,12.44,28.5,25.5,7811,550.5,100,19,28,74.64,5.82,,,,135.91,11727.16,81.04187097,58.29393548,69.66790323,YES
OREI STRIP TRIALS,2020,Ambriole,INDIANA,Ambriole2020,40.919111,-85.37175,PHW52*LH185,UIUC7,CONV,Mixed,Intensive,Moderate,30000,Chicken,5/12/2020,192.4,75.4,140.149147,42.075,7.4,13.575,25,45.5,7062,567,108.5,18,34,70.56,6.03,5.00,33.00,62.00,135.91,11727.16,81.04187097,58.29393548,69.66790323,YES
OREI STRIP TRIALS,2020,Ambriole,INDIANA,Ambriole2020,40.919111,-85.37175,PHHB9*PHM49,UIUC1,CONV,Mixed,Intensive,Moderate,30000,Chicken,5/12/2020,184.2,76.4,159.3035956,41.225,7.3,15.685,27.5,43.5,6807.5,608.5,132.5,21,23,79.48,7.10,,,,135.91,11727.16,81.04187097,58.29393548,69.66790323,YES
OREI STRIP TRIALS,2020,Ambriole,INDIANA,Ambriole2020,40.919111,-85.37175,PHHB9*PHW30,UIUC3,CONV,Mixed,Intensive,Moderate,30000,Chicken,5/12/2020,203,91,178.3606556,41.835,7.35,13.445,28,33,6928,611,122.5,21,20,84.12,7.18,,,,135.91,11727.16,81.04187097,58.29393548,69.66790323,YES
OREI STRIP TRIALS,2020,Longwell,INDIANA,Longwell2020,39.873222,-85.228861,PHHB9*PHR63,UIUC2,CONV,Legume,Intensive,Low,34000,Chicken,5/27/2020,264,133.6,181.4208447,15.05,7.05,2.975,8.5,41,1923,513,113,23.5,27,13.46,1.38,,,,99.5,11386.78,77.951,58.1474,68.0492,YES
OREI STRIP TRIALS,2020,Longwell,INDIANA,Longwell2020,39.873222,-85.228861,17.2B24,ORG4,CONV,Legume,Intensive,Low,34000,Chicken,5/27/2020,265.4,139.4,170.977967,16.94,6.25,3.04,8.5,17,1988.5,429.5,98.5,29,21,13.24,1.31,,,,99.5,11386.78,77.951,58.1474,68.0492,YES
OREI STRIP TRIALS,2020,Gruver,ILLINOIS,Gruver2020,40.667222,-90.752972,PHHB9*PHR63,UIUC2,CONV,Mixed,Intensive,Low,32000,Chicken,6/4/2020,238.4,101.4,174.0680072,36.065,6.3,5.295,7,23,4808,729.5,106,16.5,30,26.86,1.93,,,,103.71,12145.21,80.57445161,60.05619355,70.31532258,YES
OREI STRIP TRIALS,2020,Doonan,ILLINOIS,Doonan2020,41.329833,-90.663222,PHHB9*PHW30,UIUC3,CONV,None,Extensive,Moderate,33000,Potash,5/1/2020,281,138.4,180.7969867,28.66,6.1,4.25,10,115.5,3952.5,365.5,168,14.5,31,11.45,0.99,,,,128.53,11183.25,79.7894,59.0996,69.4445,YES
OREI STRIP TRIALS,2020,Doonan,ILLINOIS,Doonan2020,41.329833,-90.663222,PHHB9*PHM49,UIUC1,CONV,None,Extensive,Moderate,33000,Potash,5/1/2020,246.4,132,165.1118177,29.925,6.15,4.165,11,100,4111,411.5,187.5,20.5,32,.,.,,,,128.53,11183.25,79.7894,59.0996,69.4445,YES
OREI STRIP TRIALS,2020,Doonan,ILLINOIS,Doonan2020,41.329833,-90.663222,PHHB9*PHZ51,UIUC4,CONV,None,Extensive,Moderate,33000,Potash,5/1/2020,269,142.2,166.6640936,28.02,6.15,3.925,9,35,3912,363.5,126.5,18.5,33,20.24,1.73,,,,128.53,11183.25,79.7894,59.0996,69.4445,YES
OREI-STRIPS,2018,Glazik,ILLINOIS,Glazik2018,40.443773,-88.21818,59R5,CHECK,CONV,Mixed,Extensive,Moderate,32000,CC,5/19/2018,237,112.2,111.01,29.04,6.5,4.28,15,15,3918,646,158,13,6.3,23.151,1.789,9,34,57,151.17,10796.55,83.6342,62.0222,72.8282,#N/A
OREI-STRIPS,2018,Erisman,ILLINOIS,Erisman2018,39.4780916,-89.0052032,59R5,CHECK,CHECK,Mixed,Extensive,High,32000,Cattle,5/28/2018,260.6,129.8,152.90,14.92,6.4,2.73,11,19,2145,216,87,20,24,15.275,1.435,4,66,30,225.25,11418.38,84.92522581,64.35064516,74.63793548,#N/A
OREI-STRIPS,2018,Buxton,ILLINOIS,Buxton2018,39.62134,-88.673871,59R5,CHECK,CONV,Mixed,Intensive,Low,32000,Cattle,5/23/2018,288.2,138.8,175.35,13.92,6.6,2.62,18,140,1920,235,294,24,30.8,17.538,1.533,13,58,29,45.4,11656.85,85.23180645,64.61483871,74.92332258,#N/A
OREI-STRIPS,2018,Gray,ILLINOIS,Gray2018,40.824304,-87.763472,59R5,CHECK,ORG,NA,NA,Moderate,NA,Potash,5/28/2018,231.8,111.8,89.14,10.86,6,1.9,12,52,1321,208,91,16,7.2,12.378,1.069,75,14,11,44.55,12065.66,83.42541935,61.50083871,72.46312903,#N/A
OREI-STRIPS,2018,Wilken,ILLINOIS,Wilken2018,40.85682,-88.0813341,59R5,CHECK,CONV,Legume,Intensive,Moderate,32000,Chicken,5/22/2018,227.4,101,109.93,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,122.06,10901.52,83.2802,61.4264,72.3533,#N/A
OREI-STRIPS,2018,Gruver,ILLINOIS,Gruver2018,40.666679,-90.75169,59R5,CHECK,CHECK,Mixed,Extensive,Low,32000,Chicken,6/7/2018,254.8,113.6,169.00,29.82,6.6,5,10,26,4199,639,81,17,9.8,26.5,1.859,2,63,35,106.2,10635.54,83.23380645,62.7143871,72.97409677,#N/A
OREI-STRIPS,2018,Gruver,ILLINOIS,Gruver2018,40.666679,-90.75169,59R5,CHECK,CHECK,Mixed,Extensive,Low,32000,Chicken,6/7/2018,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,106.2,10635.54,83.23380645,62.7143871,72.97409677,#N/A
OREI-STRIPS,2018,Gruver,ILLINOIS,Gruver2018,40.666679,-90.75169,59R5,CHECK,CHECK,Mixed,Extensive,Low,32000,Chicken,6/7/2018,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,106.2,10635.54,83.23380645,62.7143871,72.97409677,#N/A
OREI-STRIPS,2018,Ambriole,INDIANA,Ambriole2018,41.325445,-85.56548,59R5,CHECK,CONV,None,Intensive,Moderate,28000,Duck,5/27/2018,234.2,100.2,136.48,13.84,6.1,3.56,13,58,1715,254,189,18,13.3,19.27,1.86,43,29,28,135.68,11469.05,80.1743871,60.57470968,70.37454839,#N/A
OREI_STRIPS_TRIAL,2019,Smith,ILLINOIS,Smith2019,40.619673,-89.707791,59R5,Check1,CONV,Legume,Intensive,Low,35000,Turkey,11-Jun,220.4,82.6,118.7,20.915,7.15,2.4,8,42,3096.5,487,137,31,24.40952617,12.4865,1.233,.,.,.,144.27,11071.45,80.21387097,60.27219355,70.24303226,#N/A
OREI_STRIPS_TRIAL,2019,Ambriole,INDIANA,Ambriole2019,41.35527778,-85.59694444,59R5,Check1,CONV,Mixed,Intensive,Moderate,28000,Duck,8-Jun,234.6,113.8,143.7,15.655,6.55,3.115,15,103.5,2228,234,192,26.5,15.59570771,14.3105,1.4395,37,21,42,247.03,11377.23,77.7446,57.5378,67.6412,#N/A
OREI_STRIPS_TRIAL,2019,Longwell,INDIANA,Longwell2019,39.9203647,-85.0189317,59R5,Check1,CONV,Legume,Intensive,Low,32000,Chicken,3-Jun,245.6,106.2,146.6,12.875,6.75,2.07,10,65,1696,329.5,182.5,22.5,22.56582366,9.7285,1.1495,53,11,36,58.25,11662.95,79.97058065,59.98593548,69.97825806,#N/A
OREI_STRIPS_TRIAL,2019,Steiner,INDIANA,Steiner2019,40.631,-84.998,59R5,Check1,CONV,None,Intensive,Moderate,32000,Chicken,12-Jun,236.6,101.4,128.6,21.94,7.25,3.105,21,529,3011,615,268,37,22.62196313,26.7645,2.8385,41,33,26,192.51,11133.85,78.91090323,60.13690323,69.52390323,#N/A
OREI_STRIPS_TRIAL,2019,Gruver,ILLINOIS,Gruver2019,40.666679,-90.75169,59R5,Check1,CONV,Mixed,Extensive,Low,32000,Chicken,11-Jun,244.4,95.2,193.5,38.645,6.55,5.1,11.5,47.5,5441.5,753.5,205.5,31,18.95684914,27.5165,2.2055,4,34,62,140.59,11099.38,79.214,60.01206452,69.61303226,#N/A
OREI_STRIPS_TRIAL,2019,Doonan,ILLINOIS,Doonan2019,41.332609,-90.661199,59R5,Check1,CONV,Mixed,Extensive,High,35000,None,15-May,NA,NA,64.7,33.73,6,4.875,9,24,4394,530.5,121,33.5,21.3115,24.45978571,1.950428571,.,.,.,203.82,10775.86,79.286,59.6864,69.4862,#N/A
OREI STRIP TRIALS,2020,Smith,ILLINOIS,Smith2020,40.655111,-89.728111,59R5,CHECK1,CONV,Legume,Intensive,Low,35000,Turkey,5/31/2020,271,139.6,203.4304463,14.01,6.55,1.875,6,21,1862,329.5,92.5,21,28,9.17,1.04,7.00,46.00,47.00,36.42,12177.04,81.52554839,60.26116129,70.89335484,#N/A
OREI STRIP TRIALS,2020,Ambriole,INDIANA,Ambriole2020,40.919111,-85.37175,59R5,CHECK1,CONV,Mixed,Intensive,Moderate,30000,Chicken,5/12/2020,182.6,59.6,72.19408361,49.205,7.7,11.545,25.5,21,8538.5,513.5,132,17,29,67.03,5.08,7.00,26.00,67.00,135.91,11727.16,81.04187097,58.29393548,69.66790323,#N/A
OREI STRIP TRIALS,2020,Longwell,INDIANA,Longwell2020,39.873222,-85.228861,59R5,CHECK1,CONV,Legume,Intensive,Low,34000,Chicken,5/27/2020,270.2,127,160.765773,15.18,6.75,2.99,7.5,13.5,1886.5,486.5,100.5,23,29,13.26,1.38,32.00,26.00,42.00,99.5,11386.78,77.951,58.1474,68.0492,#N/A
